GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLocation,21,0,0,0,8,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieThread,20,11,0,0,7,5,3,2,3,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexInMemPageMgr.new Gauge() {...},8,6,0,0,2,1,2,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryMemTable.EntrySkipList,18,35,5,3,2,8,6,4,2,4
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogCompactor.CompactionScannerFactory,31,11,4,0,9,2,4,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexPersistenceMgr,631,709,88,46,133,168,67,32,10,22
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.WhoIsAuditorCmd,82,0,4,0,23,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.BookieSanityTestCmd,243,0,10,0,47,0,10,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogCompactor.CompactionScannerFactory.new EntryLogger.EntryLogScanner() {...},62,0,2,0,11,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,AbstractLogCompactor,0,18,0,0,0,6,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDirsMonitor,205,131,14,6,47,43,8,9,0,7
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.QueueEntry,9,48,1,1,1,12,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.FilesTimeComparator,51,0,2,0,14,0,2,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexPersistenceMgr.new Gauge() {...},9,6,0,0,2,1,2,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexPersistenceMgr.new Gauge() {...},9,6,0,0,2,1,2,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexPersistenceMgr.new Comparator() {...},7,6,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexPersistenceMgr.new LedgerDirsManager.LedgerDirsListener() {...},7,6,0,0,7,1,7,1,7,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.BookieInfoCmd,218,0,10,0,38,0,11,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.InvalidCookieException,14,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LocalBookieEnsemblePlacementPolicy,60,0,2,0,19,0,11,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogCompactor,40,27,0,0,13,7,1,2,1,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ReadLogCmd,192,0,14,0,45,0,12,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.NoLedgerException,19,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.AutoRecoveryCmd,134,0,18,0,37,0,14,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.BookieUnauthorizedAccessException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.TriggerAuditCmd,40,0,2,0,13,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LogMark,67,45,6,0,14,15,7,7,4,7
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,ShortReadException,5,4,0,0,2,2,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogger,1601,459,132,28,344,121,107,22,30,19
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Cookie,473,193,39,5,94,46,36,10,15,9
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,ScanAndCompareGarbageCollector,143,162,16,16,36,41,14,6,1,3
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDirsManager.NoWritableLedgerDirException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BufferedChannelBase,16,9,2,0,4,4,3,2,2,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,KeyComparator,0,33,1,5,0,5,1,4,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,InterleavedLedgerStorage,258,235,17,9,67,69,24,18,12,17
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,ReadOnlyBookie,38,0,2,0,13,0,5,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,CheckpointSourceList,2,34,3,3,1,10,3,3,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,ReadOnlyEntryLogger,30,0,0,0,7,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerEntryPage,327,234,36,16,58,62,35,21,10,20
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ListDiskFilesCmd,192,0,28,0,40,0,19,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor.UpdateIndexPhase,153,0,14,0,35,0,13,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.MyCommand,57,0,0,0,14,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,SyncThread,158,106,9,3,63,32,12,6,6,6
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexInMemPageMgr.InMemPageCollection,277,203,53,17,72,51,34,16,4,11
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,SkipListArena.Chunk,62,78,13,9,11,19,12,4,1,4
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,SortedLedgerStorage.new Runnable() {...},59,0,4,0,13,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogger.Header,12,0,0,0,5,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BufferedReadChannel,132,25,12,0,29,8,8,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Checkpointer,4,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogger.EntryLoggerAllocator,80,165,7,9,18,35,8,7,2,5
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.RecoverCmd,539,0,38,0,112,0,31,0,12,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDescriptorImpl,158,67,12,2,31,17,14,8,7,8
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,CheckpointSource.Checkpoint.new CheckpointSource.Checkpoint() {...},9,8,3,1,2,3,3,2,1,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,CheckpointSource.Checkpoint.new CheckpointSource.Checkpoint() {...},14,3,4,0,4,1,4,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.LedgerFencedException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieStatus,317,21,30,0,85,7,25,3,10,3
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor.ScanEntryLogPhase,58,0,2,0,16,0,5,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.FutureWriteCallback,48,0,4,0,8,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.ForceWriteThread,15,114,5,13,5,37,5,7,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell,1500,0,72,0,262,0,65,0,29,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.BookieFormatCmd,108,0,6,0,23,0,9,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogger.RecyclableByteBuffer,0,28,0,0,0,9,0,4,0,4
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.LastMarkCmd,21,0,0,0,8,0,5,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.UpdateCookieCmd,397,0,40,0,80,0,28,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.LedgerCmd,84,0,6,0,26,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogger.RecyclableByteBuffer.new Recycler() {...},0,8,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,JournalChannel,257,187,25,9,51,46,22,7,5,7
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.new Journal.JournalIdFilter() {...},10,9,2,0,3,1,2,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,CheckpointSourceList.CheckpointList,69,73,13,5,15,13,8,6,1,4
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDirsManager.new Gauge() {...},9,6,0,0,2,1,2,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.BookieIllegalOpException,14,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.HelpCmd,60,0,4,0,18,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,GarbageCollectorThread,494,373,67,29,108,76,62,11,14,11
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexInMemPageMgr,119,379,23,31,34,86,27,16,6,10
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.UpdateLedgerCmd.new BookieShell.UpdateLedgerNotifier() {...},38,0,4,0,8,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.JournalRollingFilter,17,0,2,0,6,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryMemTable,246,423,45,31,58,100,40,17,7,12
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,InterleavedLedgerStorage.new LedgerDirsManager.LedgerDirsListener() {...},89,6,10,0,25,1,12,1,7,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDirsManager.new Gauge() {...},15,9,0,0,2,1,2,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor.FlushCompactionLogPhase,95,0,18,0,24,0,13,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,ExitCode,3,0,0,0,1,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LastAddConfirmedUpdateNotification,0,9,0,0,0,4,0,1,0,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.LostBookieRecoveryDelayCmd,101,0,12,0,28,0,11,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerCacheImpl,75,92,2,0,19,20,12,11,11,11
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDescriptor,19,26,1,1,5,6,2,3,1,3
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryMemTable.EntrySkipList.new EntryMemTable.EntrySkipList() {...},0,6,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.UpdateLedgerCmd,240,0,26,0,58,0,18,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,HandleFactoryImpl,11,65,0,4,3,17,1,5,1,3
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,AbstractLogCompactor.Throttler,15,16,3,1,2,5,3,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ListBookiesCmd,156,0,18,0,40,0,14,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,FileInfo,654,413,78,38,130,112,56,31,10,19
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ReadJournalCmd,175,0,16,0,48,0,13,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.NoEntryException,6,27,0,0,2,6,2,2,2,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.UpgradeException,14,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,CheckpointSource.Checkpoint,0,9,0,0,0,2,0,1,0,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor.CompactionPhase,25,0,0,0,10,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ListUnderreplicatedCmd,134,0,18,0,32,0,17,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerStorageFactory,17,5,0,0,3,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ReadLedgerEntriesCmd,131,0,10,0,39,0,10,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.new FilenameFilter() {...},18,6,6,0,3,1,4,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.new EntryLogger.EntryLogScanner() {...},19,0,0,0,4,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.new Gauge() {...},27,6,6,0,6,1,5,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.new EntryLogger.EntryLogScanner() {...},63,0,10,0,9,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.new EntryLogger.EntryLogScanner() {...},90,0,14,0,12,0,10,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.new Journal.JournalScanner() {...},36,0,2,0,7,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,ReadOnlyFileInfo,8,0,0,0,3,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,SkipListArena,24,81,8,10,6,20,9,5,1,4
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.ForceWriteRequest,14,86,3,5,6,23,3,4,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieStatus.BookieMode,0,24,0,0,0,3,0,1,0,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.CounterCallback,29,0,4,0,10,0,6,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogger.BufferedLogChannel,4,30,0,0,1,9,1,4,1,4
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.DeleteLedgerCmd,118,0,10,0,33,0,10,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.new Callable() {...},14,16,2,0,5,4,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.new Callable() {...},11,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.new Journal.JournalScanner() {...},150,6,16,0,34,1,9,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.new LedgerDirsManager.LedgerDirsListener() {...},30,6,0,0,13,1,7,1,7,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.new Callable() {...},12,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor.ScanEntryLogPhase.new EntryLogger.EntryLogScanner() {...},126,0,6,0,18,0,6,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.new BookieThread() {...},17,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal,496,778,87,49,111,185,64,21,6,11
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieCriticalThread,15,8,0,0,6,4,2,2,2,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,SortedLedgerStorage,87,133,10,4,24,36,12,10,5,10
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ReadMetadataCallback,22,0,2,0,8,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryLogMetadata,82,56,4,2,18,13,11,3,9,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BufferedChannel,246,135,31,7,46,37,20,9,3,7
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,ScanAndCompareGarbageCollector.new BookkeeperInternalCallbacks.GenericCallback() {...},93,0,8,0,23,0,7,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,IndexPersistenceMgr.FileInfoLoader,6,53,2,2,1,12,2,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.DiskPartitionDuplicationException,14,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryKey,8,52,3,3,3,11,4,6,1,6
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie,1169,1263,142,80,304,306,121,50,26,34
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.LedgerMetadataCmd,99,0,6,0,33,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,EntryKeyValue,60,41,2,0,8,12,5,6,4,6
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,FileSystemUpgrade,731,0,58,0,180,0,41,0,12,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ListLedgersCmd,171,0,20,0,53,0,15,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,TransactionalEntryLogCompactor,237,0,22,0,48,0,18,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException,120,4,25,0,47,2,27,1,7,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDirsManager,293,183,28,8,64,40,27,13,10,12
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,LedgerDescriptorReadOnlyImpl,35,12,7,1,6,3,7,2,3,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Bookie.NopWriteCallback,24,7,1,1,2,3,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieException.CookieNotFoundException,9,5,0,0,4,2,2,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.ExpandStorageCmd,101,0,2,0,27,0,7,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.DecommissionBookieCmd,57,0,2,0,17,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,BookieShell.MetaFormatCmd,66,0,4,0,14,0,7,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Journal.LogMarkCheckpoint,38,10,8,0,9,4,7,2,3,2
Apache BookKeeper :: Server,org.apache.bookkeeper.bookie,Cookie.Builder,38,53,0,0,9,16,2,6,2,6
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListBookiesService,143,0,20,0,31,0,13,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListUnderReplicatedLedgerService,198,0,28,0,46,0,20,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,GetLedgerMetaService,114,0,6,0,28,0,6,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListDiskFilesService,280,0,48,0,53,0,27,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListLedgerService,249,0,36,0,65,0,22,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,GetLastLogMarkService,195,0,6,0,34,0,6,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListBookieInfoService,269,0,12,0,48,0,10,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,TriggerAuditService,82,0,2,0,22,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,RecoveryBookieService,193,0,8,0,47,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,DeleteLedgerService,106,0,6,0,26,0,6,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,RecoveryBookieService.RecoveryRequestJsonBody,3,0,0,0,1,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ExpandStorageService,129,0,6,0,35,0,7,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,DecommissionService,156,0,8,0,41,0,8,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,LostBookieRecoveryDelayService,156,0,10,0,37,0,8,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,WhoIsAuditorService,122,0,4,0,30,0,5,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ReadLedgerEntryService,241,0,28,0,44,0,17,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ListLedgerService.ReadLedgerMetadataCallback,22,0,2,0,8,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.server.http.service,ConfigurationService,125,0,12,0,35,0,9,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SubTreeCache.SubTreeNode,39,0,0,0,11,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell.ExitCodeException,10,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.1.new AsyncCallback.StringCallback() {...},44,0,4,0,5,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SafeRunnable.new SafeRunnable() {...},21,0,0,0,7,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SafeRunnable.new SafeRunnable() {...},10,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,OrderedSafeExecutor.Builder,0,29,1,1,0,4,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SubTreeCache,94,0,4,0,24,0,9,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,JsonUtil,30,0,0,0,8,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SnapshotMap,24,126,0,4,6,28,1,6,1,4
Apache BookKeeper :: Server,org.apache.bookkeeper.util,EntryFormatter,55,0,0,0,16,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SubTreeCache.WatchGuard,15,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,LocalBookKeeper,833,0,58,0,186,0,47,0,18,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,BookKeeperConstants,3,0,0,0,1,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink.OSType,44,0,0,0,5,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,SafeRunnable,11,3,0,0,2,1,2,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DirectMemoryUtils,14,29,2,0,5,7,2,2,1,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker,308,93,33,13,52,25,29,6,6,6
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell.ShellCommandExecutor,129,0,12,0,31,0,15,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell,279,0,20,0,81,0,24,0,14,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZeroBuffer,34,22,4,2,9,7,5,3,2,3
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DoubleByteBuf,314,230,13,7,73,51,64,11,55,9
Apache BookKeeper :: Server,org.apache.bookkeeper.util,StringUtils,196,10,8,0,41,1,12,1,8,1
Apache BookKeeper :: Server,org.apache.bookkeeper.util,OrderedSafeExecutor.OrderedSafeGenericCallback,13,35,1,1,3,9,1,3,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.util,StringEntryFormatter,37,0,0,0,10,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink.HardLinkCGUnix,185,0,4,0,32,0,10,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ReflectionUtils,95,78,5,9,19,21,6,8,2,5
Apache BookKeeper :: Server,org.apache.bookkeeper.util,IOUtils,127,34,22,6,28,9,16,4,4,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker.DiskErrorException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,OrderedSafeExecutor,57,19,0,0,11,5,9,3,9,3
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker.DiskWarnThresholdException,10,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,JsonUtil.ParseJsonException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker.DiskOutOfSpaceException,10,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.6.new AsyncCallback.ChildrenCallback() {...},14,17,1,1,4,4,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DaemonThreadFactory,26,29,7,1,4,9,5,3,1,3
Apache BookKeeper :: Server,org.apache.bookkeeper.util,OrderedSafeExecutor.OrderedSafeGenericCallback.new SafeRunnable() {...},17,20,0,0,2,3,1,2,1,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink,623,0,80,0,133,0,51,0,11,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.StringCallback() {...},25,33,1,1,3,4,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.VoidCallback() {...},65,0,4,0,9,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.GetChildrenCtx,0,9,0,0,0,3,0,1,0,1
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new BookkeeperInternalCallbacks.GenericCallback() {...},0,34,1,1,0,9,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.VoidCallback() {...},13,28,1,1,4,4,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.StringCallback() {...},17,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils.new AsyncCallback.VoidCallback() {...},17,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell.new Thread() {...},44,0,4,0,10,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DiskChecker.DiskException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,NativeIO,140,0,10,0,42,0,9,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink.LinkStats,85,0,0,0,15,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,Shell.ShellTimeoutTimerTask,28,0,4,0,11,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,ZkUtils,101,70,6,4,18,14,8,6,4,5
